# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: GMT+1
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 00.00m,0000614401Hz,0000000000c,0000000.000s, 011.2C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.253
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-02-24T17:28:59.185;2024-02-24T18:28:59.185;11.2;0;614401;0.00
2024-02-24T17:29:00.034;2024-02-24T18:29:00.034;11.2;0;614399;0.00
2024-02-24T17:29:01.041;2024-02-24T18:29:01.041;11.2;0;614399;0.00
2024-02-24T17:29:02.048;2024-02-24T18:29:02.048;10.9;0;614399;0.00
2024-02-24T17:29:03.038;2024-02-24T18:29:03.038;10.9;0;614399;0.00
2024-02-24T17:29:04.055;2024-02-24T18:29:04.055;10.9;0;614399;0.00
2024-02-24T17:29:05.038;2024-02-24T18:29:05.038;10.9;0;614399;0.00
2024-02-24T17:29:06.045;2024-02-24T18:29:06.045;10.9;0;614399;0.00
2024-02-24T17:29:07.034;2024-02-24T18:29:07.034;10.9;0;614399;0.00
2024-02-24T17:29:08.043;2024-02-24T18:29:08.043;10.9;0;614399;0.00
2024-02-24T17:29:09.032;2024-02-24T18:29:09.032;10.9;0;614399;0.00
2024-02-24T17:29:10.041;2024-02-24T18:29:10.041;10.9;0;614399;0.00
2024-02-24T17:29:11.032;2024-02-24T18:29:11.032;10.9;0;614399;0.00
2024-02-24T17:29:12.039;2024-02-24T18:29:12.039;10.9;0;614399;0.00
2024-02-24T17:29:13.044;2024-02-24T18:29:13.044;10.9;0;614399;0.00
2024-02-24T17:29:14.038;2024-02-24T18:29:14.038;10.9;0;614399;0.00
2024-02-24T17:29:15.043;2024-02-24T18:29:15.043;10.9;0;614399;0.00
2024-02-24T17:29:16.034;2024-02-24T18:29:16.034;10.9;0;614399;0.00
2024-02-24T17:29:17.041;2024-02-24T18:29:17.041;10.9;0;614399;0.00
2024-02-24T17:29:18.032;2024-02-24T18:29:18.032;10.9;0;614399;0.00
2024-02-24T17:29:19.041;2024-02-24T18:29:19.041;10.9;0;614399;0.00
2024-02-24T17:29:20.032;2024-02-24T18:29:20.032;10.9;0;614399;0.00
2024-02-24T17:29:21.037;2024-02-24T18:29:21.037;10.9;0;614399;0.00
2024-02-24T17:29:22.046;2024-02-24T18:29:22.046;10.9;0;614399;0.00
2024-02-24T17:29:23.035;2024-02-24T18:29:23.035;10.9;0;614399;0.00
2024-02-24T17:29:24.044;2024-02-24T18:29:24.044;10.9;0;614399;0.00
2024-02-24T17:29:25.035;2024-02-24T18:29:25.035;10.9;0;614399;0.00
2024-02-24T17:29:26.041;2024-02-24T18:29:26.041;10.9;0;614399;0.00
2024-02-24T17:29:27.034;2024-02-24T18:29:27.034;10.9;0;614399;0.00
2024-02-24T17:29:28.041;2024-02-24T18:29:28.041;10.9;0;614399;0.00
2024-02-24T17:29:29.029;2024-02-24T18:29:29.029;10.9;0;614399;0.00
2024-02-24T17:29:30.037;2024-02-24T18:29:30.037;10.9;0;614399;0.00
2024-02-24T17:29:31.044;2024-02-24T18:29:31.044;10.9;0;614399;0.00
2024-02-24T17:29:32.037;2024-02-24T18:29:32.037;10.9;0;614399;0.00
2024-02-24T17:29:33.044;2024-02-24T18:29:33.044;10.9;0;614399;0.00
