# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 16.17m,0000000030Hz,0000015434c,0000000.033s, 017.7C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz nublado
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.266
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-22T23:00:00.043;2024-03-23T00:00:00.043;17.7;15502;30;16.18
2024-03-22T23:00:01.030;2024-03-23T00:00:01.030;17.7;15807;29;16.19
2024-03-22T23:00:02.038;2024-03-23T00:00:02.038;17.7;15934;29;16.20
2024-03-22T23:00:03.047;2024-03-23T00:00:03.047;17.7;15972;29;16.20
2024-03-22T23:00:04.039;2024-03-23T00:00:04.039;17.7;15984;29;16.20
2024-03-22T23:00:05.048;2024-03-23T00:00:05.048;17.7;15790;29;16.19
2024-03-22T23:00:06.040;2024-03-23T00:00:06.040;17.7;15969;29;16.20
2024-03-22T23:00:07.045;2024-03-23T00:00:07.045;17.7;15985;29;16.20
2024-03-22T23:00:08.037;2024-03-23T00:00:08.037;17.7;15996;29;16.20
2024-03-22T23:00:09.044;2024-03-23T00:00:09.044;17.7;15986;29;16.20
2024-03-22T23:00:10.051;2024-03-23T00:00:10.051;17.7;15937;29;16.20
2024-03-22T23:00:11.044;2024-03-23T00:00:11.044;17.7;15791;29;16.19
2024-03-22T23:00:12.034;2024-03-23T00:00:12.034;17.7;15771;29;16.19
2024-03-22T23:00:13.044;2024-03-23T00:00:13.044;17.7;15881;29;16.20
2024-03-22T23:00:14.050;2024-03-23T00:00:14.050;17.7;15937;29;16.20
2024-03-22T23:00:15.041;2024-03-23T00:00:15.041;17.7;15987;29;16.20
2024-03-22T23:00:16.051;2024-03-23T00:00:16.051;17.7;16000;29;16.21
2024-03-22T23:00:17.042;2024-03-23T00:00:17.042;17.7;15898;29;16.20
2024-03-22T23:00:18.047;2024-03-23T00:00:18.047;17.7;15967;29;16.20
2024-03-22T23:00:19.042;2024-03-23T00:00:19.042;17.7;16008;29;16.21
2024-03-22T23:00:20.046;2024-03-23T00:00:20.046;17.7;16038;29;16.21
2024-03-22T23:00:21.037;2024-03-23T00:00:21.037;17.7;16012;29;16.21
2024-03-22T23:00:22.045;2024-03-23T00:00:22.045;17.7;16036;29;16.21
2024-03-22T23:00:23.040;2024-03-23T00:00:23.040;17.7;15836;29;16.20
2024-03-22T23:00:24.047;2024-03-23T00:00:24.047;17.7;16004;29;16.21
2024-03-22T23:00:25.035;2024-03-23T00:00:25.035;17.7;16026;28;16.21
2024-03-22T23:00:26.045;2024-03-23T00:00:26.045;17.7;15979;28;16.20
2024-03-22T23:00:27.053;2024-03-23T00:00:27.053;17.7;16018;29;16.21
2024-03-22T23:00:28.042;2024-03-23T00:00:28.042;17.7;16047;29;16.21
2024-03-22T23:00:29.052;2024-03-23T00:00:29.052;17.7;15990;29;16.20
2024-03-22T23:00:30.044;2024-03-23T00:00:30.044;17.7;16043;29;16.21
2024-03-22T23:00:31.050;2024-03-23T00:00:31.050;17.7;15992;29;16.20
2024-03-22T23:00:32.043;2024-03-23T00:00:32.043;17.7;16033;29;16.21
