# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: badajoz
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 00.00m,0000513904Hz,0000000000c,0000000.000s, 014.1C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.253
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-04T17:48:48.606;2024-03-04T18:48:48.606;14.1;0;513904;0.00
2024-03-04T17:48:49.037;2024-03-04T18:48:49.037;14.1;0;513904;0.00
2024-03-04T17:48:50.049;2024-03-04T18:48:50.049;14.1;0;513904;0.00
2024-03-04T17:48:51.036;2024-03-04T18:48:51.036;14.1;0;513567;0.00
2024-03-04T17:48:52.053;2024-03-04T18:48:52.053;14.1;0;513567;0.00
2024-03-04T17:48:53.036;2024-03-04T18:48:53.036;14.1;0;513212;0.00
2024-03-04T17:48:54.053;2024-03-04T18:48:54.053;14.1;0;513212;0.00
2024-03-04T17:48:55.036;2024-03-04T18:48:55.036;14.1;0;512839;0.00
2024-03-04T17:48:56.051;2024-03-04T18:48:56.051;14.1;0;512839;0.00
2024-03-04T17:48:57.032;2024-03-04T18:48:57.032;14.1;0;512469;0.00
2024-03-04T17:48:58.051;2024-03-04T18:48:58.051;14.1;0;512469;0.00
2024-03-04T17:48:59.052;2024-03-04T18:48:59.052;14.1;0;512139;0.00
2024-03-04T17:49:00.039;2024-03-04T18:49:00.039;14.1;0;512139;0.00
2024-03-04T17:49:01.052;2024-03-04T18:49:01.052;14.1;0;511722;0.00
2024-03-04T17:49:02.037;2024-03-04T18:49:02.037;14.1;0;511722;0.00
2024-03-04T17:49:03.058;2024-03-04T18:49:03.058;14.1;0;511336;0.00
2024-03-04T17:49:04.051;2024-03-04T18:49:04.051;14.1;0;511336;0.00
2024-03-04T17:49:05.053;2024-03-04T18:49:05.053;14.1;0;510935;0.00
2024-03-04T17:49:06.055;2024-03-04T18:49:06.055;14.1;0;510935;0.00
2024-03-04T17:49:07.056;2024-03-04T18:49:07.056;14.1;0;510558;0.00
2024-03-04T17:49:08.034;2024-03-04T18:49:08.034;14.1;0;510558;0.00
2024-03-04T17:49:09.040;2024-03-04T18:49:09.040;14.1;0;510145;0.00
2024-03-04T17:49:10.050;2024-03-04T18:49:10.050;14.1;0;510145;0.00
2024-03-04T17:49:11.055;2024-03-04T18:49:11.055;14.1;0;509762;0.00
2024-03-04T17:49:12.037;2024-03-04T18:49:12.037;14.1;0;509762;0.00
2024-03-04T17:49:13.041;2024-03-04T18:49:13.041;14.1;0;509367;0.00
2024-03-04T17:49:14.053;2024-03-04T18:49:14.053;14.1;0;509367;0.00
2024-03-04T17:49:15.064;2024-03-04T18:49:15.064;14.1;0;508962;0.00
2024-03-04T17:49:16.054;2024-03-04T18:49:16.054;14.1;0;508962;0.00
2024-03-04T17:49:17.037;2024-03-04T18:49:17.037;14.1;0;508588;0.00
2024-03-04T17:49:18.056;2024-03-04T18:49:18.056;14.1;0;508588;0.00
2024-03-04T17:49:19.041;2024-03-04T18:49:19.041;14.1;0;508231;0.00
2024-03-04T17:49:20.045;2024-03-04T18:49:20.045;14.1;0;508231;0.00
2024-03-04T17:49:21.056;2024-03-04T18:49:21.056;14.1;0;507814;0.00
2024-03-04T17:49:22.040;2024-03-04T18:49:22.040;14.1;0;507814;0.00
2024-03-04T17:49:23.055;2024-03-04T18:49:23.055;14.1;0;507403;0.00
2024-03-04T17:49:24.040;2024-03-04T18:49:24.040;14.1;0;507403;0.00
2024-03-04T17:49:25.029;2024-03-04T18:49:25.029;14.1;0;507011;0.00
2024-03-04T17:49:26.037;2024-03-04T18:49:26.037;14.1;0;507011;0.00
2024-03-04T17:49:27.031;2024-03-04T18:49:27.031;14.1;0;506624;0.00
2024-03-04T17:49:28.040;2024-03-04T18:49:28.040;14.1;0;506624;0.00
2024-03-04T17:49:29.070;2024-03-04T18:49:29.070;14.1;0;506252;0.00
2024-03-04T17:49:30.039;2024-03-04T18:49:30.039;14.1;0;506252;0.00
2024-03-04T17:49:31.044;2024-03-04T18:49:31.044;14.1;0;505849;0.00
2024-03-04T17:49:32.038;2024-03-04T18:49:32.038;14.1;0;505849;0.00
2024-03-04T17:49:33.046;2024-03-04T18:49:33.046;14.1;0;505474;0.00
2024-03-04T17:49:34.040;2024-03-04T18:49:34.040;14.1;0;505474;0.00
2024-03-04T17:49:35.047;2024-03-04T18:49:35.047;14.1;0;505124;0.00
2024-03-04T17:49:36.033;2024-03-04T18:49:36.033;14.1;0;505124;0.00
2024-03-04T17:49:37.040;2024-03-04T18:49:37.040;14.1;0;504760;0.00
2024-03-04T17:49:38.032;2024-03-04T18:49:38.032;14.1;0;504760;0.00
2024-03-04T17:49:39.042;2024-03-04T18:49:39.042;14.1;0;504391;0.00
2024-03-04T17:49:40.046;2024-03-04T18:49:40.046;14.1;0;504391;0.00
2024-03-04T17:49:41.036;2024-03-04T18:49:41.036;14.1;0;504018;0.00
2024-03-04T17:49:42.045;2024-03-04T18:49:42.045;14.1;0;504018;0.00
2024-03-04T17:49:43.047;2024-03-04T18:49:43.047;14.1;0;503598;0.00
2024-03-04T17:49:44.049;2024-03-04T18:49:44.049;14.1;0;503598;0.00
2024-03-04T17:49:45.066;2024-03-04T18:49:45.066;14.1;0;503217;0.00
2024-03-04T17:49:46.042;2024-03-04T18:49:46.042;14.1;0;503217;0.00
2024-03-04T17:49:47.039;2024-03-04T18:49:47.039;14.1;0;502809;0.00
2024-03-04T17:49:48.050;2024-03-04T18:49:48.050;14.1;0;502809;0.00
2024-03-04T17:49:49.038;2024-03-04T18:49:49.038;14.1;0;502429;0.00
2024-03-04T17:49:50.047;2024-03-04T18:49:50.047;14.1;0;502429;0.00
2024-03-04T17:49:51.048;2024-03-04T18:49:51.048;14.1;0;502060;0.00
2024-03-04T17:49:52.039;2024-03-04T18:49:52.039;14.1;0;502060;0.00
2024-03-04T17:49:53.051;2024-03-04T18:49:53.051;14.1;0;501653;0.00
2024-03-04T17:49:54.039;2024-03-04T18:49:54.039;14.1;0;501653;0.00
2024-03-04T17:49:55.027;2024-03-04T18:49:55.027;14.1;0;501278;0.00
2024-03-04T17:49:56.037;2024-03-04T18:49:56.037;14.1;0;501278;0.00
2024-03-04T17:49:57.045;2024-03-04T18:49:57.045;14.1;0;500884;0.00
2024-03-04T17:49:58.039;2024-03-04T18:49:58.039;14.1;0;500884;0.00
2024-03-04T17:49:59.053;2024-03-04T18:49:59.053;14.1;0;500464;0.00
2024-03-04T17:50:00.035;2024-03-04T18:50:00.035;14.1;0;500464;0.00
2024-03-04T17:50:01.053;2024-03-04T18:50:01.053;14.1;0;500070;0.00
2024-03-04T17:50:02.045;2024-03-04T18:50:02.045;14.1;0;500070;0.00
2024-03-04T17:50:03.044;2024-03-04T18:50:03.044;14.1;0;499663;0.00
2024-03-04T17:50:04.030;2024-03-04T18:50:04.030;14.1;0;499663;0.00
2024-03-04T17:50:05.040;2024-03-04T18:50:05.040;14.1;0;499294;0.00
2024-03-04T17:50:06.055;2024-03-04T18:50:06.055;14.1;0;499294;0.00
2024-03-04T17:50:07.038;2024-03-04T18:50:07.038;14.1;0;498868;0.00
2024-03-04T17:50:08.046;2024-03-04T18:50:08.046;14.1;0;498868;0.00
2024-03-04T17:50:09.037;2024-03-04T18:50:09.037;14.1;0;498495;0.00
2024-03-04T17:50:10.045;2024-03-04T18:50:10.045;14.1;0;498495;0.00
2024-03-04T17:50:11.033;2024-03-04T18:50:11.033;14.1;0;498121;0.00
2024-03-04T17:50:12.043;2024-03-04T18:50:12.043;14.1;0;498121;0.00
2024-03-04T17:50:13.033;2024-03-04T18:50:13.033;14.1;0;497764;0.00
2024-03-04T17:50:14.042;2024-03-04T18:50:14.042;14.1;0;497764;0.00
2024-03-04T17:50:15.033;2024-03-04T18:50:15.033;14.1;0;497433;0.00
2024-03-04T17:50:16.041;2024-03-04T18:50:16.041;14.1;0;497433;0.00
2024-03-04T17:50:17.032;2024-03-04T18:50:17.032;14.1;0;497072;0.00
2024-03-04T17:50:18.040;2024-03-04T18:50:18.040;14.1;0;497072;0.00
2024-03-04T17:50:19.047;2024-03-04T18:50:19.047;14.1;0;496735;0.00
2024-03-04T17:50:20.039;2024-03-04T18:50:20.039;14.1;0;496735;0.00
2024-03-04T17:50:21.046;2024-03-04T18:50:21.046;14.1;0;496371;0.00
2024-03-04T17:50:22.038;2024-03-04T18:50:22.038;14.1;0;496371;0.00
