# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 16.48m,0000000023Hz,0000020528c,0000000.045s, 019.3C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz nublado
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.266
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-21T23:00:00.039;2024-03-22T00:00:00.039;19.3;20240;23;16.46
2024-03-21T23:00:01.043;2024-03-22T00:00:01.043;19.3;23132;23;16.61
2024-03-21T23:00:02.033;2024-03-22T00:00:02.033;19.3;23097;20;16.61
2024-03-21T23:00:03.043;2024-03-22T00:00:03.043;19.3;23108;20;16.61
2024-03-21T23:00:04.053;2024-03-22T00:00:04.053;19.3;23425;19;16.63
2024-03-21T23:00:05.042;2024-03-22T00:00:05.042;19.3;23173;19;16.61
2024-03-21T23:00:06.051;2024-03-22T00:00:06.051;19.3;23171;20;16.61
2024-03-21T23:00:07.042;2024-03-22T00:00:07.042;19.3;23178;20;16.61
2024-03-21T23:00:08.052;2024-03-22T00:00:08.052;19.3;23421;20;16.62
2024-03-21T23:00:09.044;2024-03-22T00:00:09.044;19.3;23204;20;16.61
2024-03-21T23:00:10.030;2024-03-22T00:00:10.030;19.3;23269;19;16.61
2024-03-21T23:00:11.038;2024-03-22T00:00:11.038;19.6;23267;19;16.61
2024-03-21T23:00:12.046;2024-03-22T00:00:12.046;19.6;23621;20;16.63
2024-03-21T23:00:13.038;2024-03-22T00:00:13.038;19.6;23240;20;16.61
2024-03-21T23:00:14.046;2024-03-22T00:00:14.046;19.6;23301;19;16.62
2024-03-21T23:00:15.041;2024-03-22T00:00:15.041;19.6;23257;19;16.61
2024-03-21T23:00:16.048;2024-03-22T00:00:16.048;19.6;23318;20;16.62
2024-03-21T23:00:17.041;2024-03-22T00:00:17.041;19.6;23668;20;16.63
2024-03-21T23:00:18.043;2024-03-22T00:00:18.043;19.6;23328;20;16.62
2024-03-21T23:00:19.040;2024-03-22T00:00:19.040;19.6;23660;20;16.63
2024-03-21T23:00:20.047;2024-03-22T00:00:20.047;19.6;23246;19;16.61
2024-03-21T23:00:21.039;2024-03-22T00:00:21.039;19.6;23446;19;16.63
2024-03-21T23:00:22.046;2024-03-22T00:00:22.046;19.6;23250;20;16.61
2024-03-21T23:00:23.036;2024-03-22T00:00:23.036;19.6;23334;20;16.62
2024-03-21T23:00:24.046;2024-03-22T00:00:24.046;19.3;23524;19;16.63
2024-03-21T23:00:25.050;2024-03-22T00:00:25.050;19.3;23651;19;16.63
2024-03-21T23:00:26.045;2024-03-22T00:00:26.045;19.3;23252;20;16.61
2024-03-21T23:00:27.050;2024-03-22T00:00:27.050;19.3;23271;20;16.61
2024-03-21T23:00:28.041;2024-03-22T00:00:28.041;19.3;23245;20;16.61
2024-03-21T23:00:29.049;2024-03-22T00:00:29.049;19.3;23292;20;16.61
2024-03-21T23:00:30.043;2024-03-22T00:00:30.043;19.3;23639;20;16.63
2024-03-21T23:00:31.051;2024-03-22T00:00:31.051;19.3;23235;20;16.61
2024-03-21T23:00:32.040;2024-03-22T00:00:32.040;19.3;23294;20;16.61
2024-03-21T23:00:33.047;2024-03-22T00:00:33.047;19.6;23246;20;16.61
2024-03-21T23:00:34.042;2024-03-22T00:00:34.042;19.6;23319;19;16.62
2024-03-21T23:00:35.045;2024-03-22T00:00:35.045;19.6;23286;19;16.61
2024-03-21T23:00:36.041;2024-03-22T00:00:36.041;19.6;23646;20;16.63
2024-03-21T23:00:37.048;2024-03-22T00:00:37.048;19.3;23248;20;16.61
2024-03-21T23:00:38.036;2024-03-22T00:00:38.036;19.3;23546;19;16.63
2024-03-21T23:00:39.047;2024-03-22T00:00:39.047;19.3;23243;19;16.61
2024-03-21T23:00:40.039;2024-03-22T00:00:40.039;19.3;23305;20;16.62
2024-03-21T23:00:41.047;2024-03-22T00:00:41.047;19.3;23569;20;16.63
2024-03-21T23:00:42.036;2024-03-22T00:00:42.036;19.3;23625;20;16.63
2024-03-21T23:00:43.046;2024-03-22T00:00:43.046;19.3;23231;20;16.61
2024-03-21T23:00:44.035;2024-03-22T00:00:44.035;19.3;23282;19;16.61
2024-03-21T23:00:45.043;2024-03-22T00:00:45.043;19.6;23261;19;16.61
2024-03-21T23:00:46.053;2024-03-22T00:00:46.053;19.6;23519;20;16.63
2024-03-21T23:00:47.045;2024-03-22T00:00:47.045;19.6;23255;20;16.61
2024-03-21T23:00:48.050;2024-03-22T00:00:48.050;19.6;23260;19;16.61
2024-03-21T23:00:49.039;2024-03-22T00:00:49.039;19.6;23233;19;16.61
2024-03-21T23:00:50.051;2024-03-22T00:00:50.051;19.3;23300;20;16.62
2024-03-21T23:00:51.039;2024-03-22T00:00:51.039;19.3;23276;20;16.61
2024-03-21T23:00:52.049;2024-03-22T00:00:52.049;19.3;23235;19;16.61
2024-03-21T23:00:53.037;2024-03-22T00:00:53.037;19.3;23225;19;16.61
2024-03-21T23:00:54.050;2024-03-22T00:00:54.050;19.6;23426;20;16.63
2024-03-21T23:00:55.042;2024-03-22T00:00:55.042;19.6;23353;20;16.62
2024-03-21T23:00:56.049;2024-03-22T00:00:56.049;19.6;23627;19;16.63
2024-03-21T23:00:57.041;2024-03-22T00:00:57.041;19.6;23235;19;16.61
2024-03-21T23:00:58.046;2024-03-22T00:00:58.046;19.3;23288;20;16.61
2024-03-21T23:00:59.040;2024-03-22T00:00:59.040;19.3;23581;20;16.63
2024-03-21T23:01:00.044;2024-03-22T00:01:00.044;19.3;23634;20;16.63
2024-03-21T23:01:01.055;2024-03-22T00:01:01.055;19.3;23235;20;16.61
2024-03-21T23:01:02.042;2024-03-22T00:01:02.042;19.3;23279;19;16.61
2024-03-21T23:01:03.036;2024-03-22T00:01:03.036;19.3;23251;19;16.61
2024-03-21T23:01:04.046;2024-03-22T00:01:04.046;19.3;23614;20;16.63
2024-03-21T23:01:05.054;2024-03-22T00:01:05.054;19.3;23222;20;16.61
2024-03-21T23:01:06.043;2024-03-22T00:01:06.043;19.3;23285;19;16.61
2024-03-21T23:01:07.050;2024-03-22T00:01:07.050;19.3;23273;19;16.61
2024-03-21T23:01:08.044;2024-03-22T00:01:08.044;19.3;23583;20;16.63
2024-03-21T23:01:09.052;2024-03-22T00:01:09.052;19.3;23251;20;16.61
2024-03-21T23:01:10.043;2024-03-22T00:01:10.043;19.3;23311;19;16.62
2024-03-21T23:01:11.051;2024-03-22T00:01:11.051;19.6;23259;19;16.61
2024-03-21T23:01:12.043;2024-03-22T00:01:12.043;19.6;23343;20;16.62
2024-03-21T23:01:13.050;2024-03-22T00:01:13.050;19.6;23565;20;16.63
2024-03-21T23:01:14.038;2024-03-22T00:01:14.038;19.6;23651;20;16.63
2024-03-21T23:01:15.046;2024-03-22T00:01:15.046;19.6;23260;20;16.61
2024-03-21T23:01:16.039;2024-03-22T00:01:16.039;19.6;23266;19;16.61
2024-03-21T23:01:17.046;2024-03-22T00:01:17.046;19.6;23232;19;16.61
2024-03-21T23:01:18.036;2024-03-22T00:01:18.036;19.6;23292;20;16.61
2024-03-21T23:01:19.048;2024-03-22T00:01:19.048;19.6;23606;20;16.63
2024-03-21T23:01:20.041;2024-03-22T00:01:20.041;19.3;23246;19;16.61
2024-03-21T23:01:21.046;2024-03-22T00:01:21.046;19.3;23476;19;16.63
2024-03-21T23:01:22.039;2024-03-22T00:01:22.039;19.3;23261;20;16.61
2024-03-21T23:01:23.047;2024-03-22T00:01:23.047;19.3;23301;20;16.62
2024-03-21T23:01:24.034;2024-03-22T00:01:24.034;19.3;23245;20;16.61
