# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: badajoz
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: HOYA CM-500
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 18.65m,0000000003Hz,0000150720c,0000000.327s, 009.9C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz cielo despejado. Ayer llovio.
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.253
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-04-08T22:00:00.047;2024-04-09T00:00:00.047;9.9;150720;3;18.65
2024-04-08T22:00:01.036;2024-04-09T00:00:01.036;9.9;155474;3;18.68
2024-04-08T22:00:02.048;2024-04-09T00:00:02.048;9.9;165886;2;18.75
2024-04-08T22:00:03.039;2024-04-09T00:00:03.039;9.9;176310;2;18.82
2024-04-08T22:00:04.042;2024-04-09T00:00:04.042;9.9;178527;3;18.84
2024-04-08T22:00:05.035;2024-04-09T00:00:05.035;9.9;178565;3;18.84
2024-04-08T22:00:06.044;2024-04-09T00:00:06.044;9.9;178612;3;18.84
2024-04-08T22:00:07.051;2024-04-09T00:00:07.051;9.9;179571;3;18.84
2024-04-08T22:00:08.042;2024-04-09T00:00:08.042;9.9;178723;3;18.84
2024-04-08T22:00:09.050;2024-04-09T00:00:09.050;9.9;179628;3;18.84
2024-04-08T22:00:10.044;2024-04-09T00:00:10.044;9.9;181921;3;18.86
2024-04-08T22:00:11.030;2024-04-09T00:00:11.030;9.9;181924;3;18.86
2024-04-08T22:00:12.040;2024-04-09T00:00:12.040;9.9;181990;2;18.86
2024-04-08T22:00:13.050;2024-04-09T00:00:13.050;9.9;179731;2;18.84
2024-04-08T22:00:14.042;2024-04-09T00:00:14.042;9.9;180667;2;18.85
2024-04-08T22:00:15.044;2024-04-09T00:00:15.044;9.9;180680;2;18.85
2024-04-08T22:00:16.041;2024-04-09T00:00:16.041;9.9;179804;2;18.84
2024-04-08T22:00:17.046;2024-04-09T00:00:17.046;9.9;179837;2;18.84
2024-04-08T22:00:18.037;2024-04-09T00:00:18.037;9.9;179835;2;18.84
2024-04-08T22:00:19.045;2024-04-09T00:00:19.045;9.9;179869;2;18.84
2024-04-08T22:00:20.054;2024-04-09T00:00:20.054;9.9;180753;3;18.85
2024-04-08T22:00:21.046;2024-04-09T00:00:21.046;9.9;179865;3;18.84
2024-04-08T22:00:22.033;2024-04-09T00:00:22.033;9.9;179867;3;18.84
2024-04-08T22:00:23.042;2024-04-09T00:00:23.042;9.9;179854;3;18.84
2024-04-08T22:00:24.050;2024-04-09T00:00:24.050;9.9;179851;3;18.84
2024-04-08T22:00:25.041;2024-04-09T00:00:25.041;9.9;179844;3;18.84
2024-04-08T22:00:26.049;2024-04-09T00:00:26.049;9.9;179846;3;18.84
2024-04-08T22:00:27.045;2024-04-09T00:00:27.045;9.9;179834;3;18.84
2024-04-08T22:00:28.045;2024-04-09T00:00:28.045;9.9;180735;3;18.85
2024-04-08T22:00:29.057;2024-04-09T00:00:29.057;9.9;180741;3;18.85
2024-04-08T22:00:30.049;2024-04-09T00:00:30.049;9.9;179824;2;18.84
2024-04-08T22:00:31.037;2024-04-09T00:00:31.037;9.9;179819;2;18.84
2024-04-08T22:00:32.043;2024-04-09T00:00:32.043;9.9;179775;2;18.84
2024-04-08T22:00:33.037;2024-04-09T00:00:33.037;9.9;178935;2;18.84
2024-04-08T22:00:34.042;2024-04-09T00:00:34.042;9.9;179757;2;18.84
2024-04-08T22:00:35.036;2024-04-09T00:00:35.036;9.9;179767;2;18.84
2024-04-08T22:00:36.043;2024-04-09T00:00:36.043;9.9;179719;3;18.84
2024-04-08T22:00:37.051;2024-04-09T00:00:37.051;9.9;179819;3;18.84
2024-04-08T22:00:38.042;2024-04-09T00:00:38.042;9.9;179833;3;18.84
2024-04-08T22:00:39.052;2024-04-09T00:00:39.052;9.9;180749;3;18.85
2024-04-08T22:00:40.039;2024-04-09T00:00:40.039;9.9;179868;3;18.84
2024-04-08T22:00:41.049;2024-04-09T00:00:41.049;9.9;179835;3;18.84
2024-04-08T22:00:42.040;2024-04-09T00:00:42.040;9.9;179828;3;18.84
2024-04-08T22:00:43.047;2024-04-09T00:00:43.047;9.9;179798;3;18.84
2024-04-08T22:00:44.039;2024-04-09T00:00:44.039;9.9;179821;3;18.84
2024-04-08T22:00:45.046;2024-04-09T00:00:45.046;9.9;179815;3;18.84
2024-04-08T22:00:46.038;2024-04-09T00:00:46.038;9.9;179785;2;18.84
2024-04-08T22:00:47.045;2024-04-09T00:00:47.045;9.9;179775;2;18.84
2024-04-08T22:00:48.037;2024-04-09T00:00:48.037;9.9;178841;2;18.84
2024-04-08T22:00:49.045;2024-04-09T00:00:49.045;9.9;178822;2;18.84
2024-04-08T22:00:50.049;2024-04-09T00:00:50.049;9.9;178753;2;18.84
2024-04-08T22:00:51.043;2024-04-09T00:00:51.043;9.9;178694;2;18.84
2024-04-08T22:00:52.051;2024-04-09T00:00:52.051;9.9;178671;3;18.84
2024-04-08T22:00:53.042;2024-04-09T00:00:53.042;9.9;178639;3;18.84
2024-04-08T22:00:54.052;2024-04-09T00:00:54.052;9.9;177724;3;18.83
2024-04-08T22:00:55.043;2024-04-09T00:00:55.043;9.9;178649;3;18.84
2024-04-08T22:00:56.051;2024-04-09T00:00:56.051;9.9;177804;3;18.83
2024-04-08T22:00:57.042;2024-04-09T00:00:57.042;9.9;179694;3;18.84
2024-04-08T22:00:58.047;2024-04-09T00:00:58.047;9.9;178862;2;18.84
2024-04-08T22:00:59.039;2024-04-09T00:00:59.039;9.9;179818;2;18.84
2024-04-08T22:01:00.047;2024-04-09T00:01:00.047;9.9;179865;2;18.84
2024-04-08T22:01:01.038;2024-04-09T00:01:01.038;9.9;179884;2;18.84
2024-04-08T22:01:02.045;2024-04-09T00:01:02.045;9.9;179880;2;18.84
2024-04-08T22:01:03.034;2024-04-09T00:01:03.034;9.9;179901;2;18.84
2024-04-08T22:01:04.044;2024-04-09T00:01:04.044;9.9;179906;2;18.84
2024-04-08T22:01:05.049;2024-04-09T00:01:05.049;9.9;179907;2;18.84
2024-04-08T22:01:06.043;2024-04-09T00:01:06.043;9.9;179897;3;18.84
2024-04-08T22:01:07.050;2024-04-09T00:01:07.050;9.9;179895;3;18.84
2024-04-08T22:01:08.042;2024-04-09T00:01:08.042;9.9;179895;3;18.84
2024-04-08T22:01:09.031;2024-04-09T00:01:09.031;9.9;179898;3;18.84
2024-04-08T22:01:10.038;2024-04-09T00:01:10.038;9.9;179897;3;18.84
2024-04-08T22:01:11.048;2024-04-09T00:01:11.048;9.9;179883;3;18.84
2024-04-08T22:01:12.039;2024-04-09T00:01:12.039;9.9;179878;3;18.84
2024-04-08T22:01:13.047;2024-04-09T00:01:13.047;9.9;179879;3;18.84
2024-04-08T22:01:14.038;2024-04-09T00:01:14.038;9.9;179019;2;18.84
2024-04-08T22:01:15.046;2024-04-09T00:01:15.046;9.9;179917;2;18.84
2024-04-08T22:01:16.037;2024-04-09T00:01:16.037;9.9;179994;2;18.84
2024-04-08T22:01:17.047;2024-04-09T00:01:17.047;9.9;180959;2;18.85
2024-04-08T22:01:18.039;2024-04-09T00:01:18.039;9.9;180119;2;18.84
2024-04-08T22:01:19.046;2024-04-09T00:01:19.046;9.9;181026;2;18.85
2024-04-08T22:01:20.035;2024-04-09T00:01:20.035;9.9;181019;2;18.85
2024-04-08T22:01:21.042;2024-04-09T00:01:21.042;9.9;181045;2;18.85
2024-04-08T22:01:22.051;2024-04-09T00:01:22.051;9.9;181046;2;18.85
2024-04-08T22:01:23.042;2024-04-09T00:01:23.042;9.9;181067;2;18.85
2024-04-08T22:01:24.049;2024-04-09T00:01:24.049;9.9;181054;3;18.85
2024-04-08T22:01:25.040;2024-04-09T00:01:25.040;9.9;181049;3;18.85
2024-04-08T22:01:26.048;2024-04-09T00:01:26.048;9.9;181041;3;18.85
2024-04-08T22:01:27.040;2024-04-09T00:01:27.040;9.9;181045;3;18.85
2024-04-08T22:01:28.047;2024-04-09T00:01:28.047;9.9;181060;3;18.85
2024-04-08T22:01:29.038;2024-04-09T00:01:29.038;9.9;181036;3;18.85
2024-04-08T22:01:30.046;2024-04-09T00:01:30.046;9.9;181014;3;18.85
2024-04-08T22:01:31.038;2024-04-09T00:01:31.038;9.9;181008;3;18.85
2024-04-08T22:01:32.045;2024-04-09T00:01:32.045;9.9;181020;3;18.85
2024-04-08T22:01:33.036;2024-04-09T00:01:33.036;9.9;181021;3;18.85
2024-04-08T22:01:34.044;2024-04-09T00:01:34.044;9.9;181016;3;18.85
2024-04-08T22:01:35.032;2024-04-09T00:01:35.032;9.9;181008;3;18.85
2024-04-08T22:01:36.044;2024-04-09T00:01:36.044;9.9;180156;2;18.84
2024-04-08T22:01:37.052;2024-04-09T00:01:37.052;9.9;181021;2;18.85
2024-04-08T22:01:38.043;2024-04-09T00:01:38.043;9.9;180131;2;18.84
2024-04-08T22:01:39.051;2024-04-09T00:01:39.051;9.9;181004;2;18.85
2024-04-08T22:01:40.042;2024-04-09T00:01:40.042;9.9;180101;2;18.84
2024-04-08T22:01:41.030;2024-04-09T00:01:41.030;9.9;180996;2;18.85
2024-04-08T22:01:42.042;2024-04-09T00:01:42.042;9.9;180098;2;18.84
2024-04-08T22:01:43.046;2024-04-09T00:01:43.046;9.9;180090;2;18.84
2024-04-08T22:01:44.038;2024-04-09T00:01:44.038;9.9;180092;3;18.84
2024-04-08T22:01:45.048;2024-04-09T00:01:45.048;9.9;180985;3;18.85
2024-04-08T22:01:46.037;2024-04-09T00:01:46.037;9.9;180979;3;18.85
2024-04-08T22:01:47.044;2024-04-09T00:01:47.044;9.9;180998;3;18.85
2024-04-08T22:01:48.036;2024-04-09T00:01:48.036;9.9;180995;3;18.85
2024-04-08T22:01:49.043;2024-04-09T00:01:49.043;9.9;181046;3;18.85
2024-04-08T22:01:50.051;2024-04-09T00:01:50.051;9.9;181033;3;18.85
2024-04-08T22:01:51.042;2024-04-09T00:01:51.042;9.9;181047;3;18.85
2024-04-08T22:01:52.050;2024-04-09T00:01:52.050;9.9;181046;3;18.85
2024-04-08T22:01:53.041;2024-04-09T00:01:53.041;9.9;181043;3;18.85
2024-04-08T22:01:54.049;2024-04-09T00:01:54.049;9.9;181043;3;18.85
2024-04-08T22:01:55.040;2024-04-09T00:01:55.040;9.9;181036;3;18.85
2024-04-08T22:01:56.048;2024-04-09T00:01:56.048;9.9;181035;2;18.85
2024-04-08T22:01:57.039;2024-04-09T00:01:57.039;9.9;181036;2;18.85
2024-04-08T22:01:58.047;2024-04-09T00:01:58.047;9.9;181051;2;18.85
2024-04-08T22:01:59.038;2024-04-09T00:01:59.038;9.9;181047;2;18.85
2024-04-08T22:02:00.046;2024-04-09T00:02:00.046;9.9;181044;2;18.85
2024-04-08T22:02:01.037;2024-04-09T00:02:01.037;9.9;181042;2;18.85
2024-04-08T22:02:02.044;2024-04-09T00:02:02.044;9.9;181043;2;18.85
2024-04-08T22:02:03.036;2024-04-09T00:02:03.036;9.9;181037;2;18.85
2024-04-08T22:02:04.043;2024-04-09T00:02:04.043;9.9;181058;2;18.85
2024-04-08T22:02:05.051;2024-04-09T00:02:05.051;9.9;181069;2;18.85
2024-04-08T22:02:06.039;2024-04-09T00:02:06.039;9.9;181066;3;18.85
2024-04-08T22:02:07.031;2024-04-09T00:02:07.031;9.9;181060;3;18.85
2024-04-08T22:02:08.041;2024-04-09T00:02:08.041;9.9;181056;3;18.85
2024-04-08T22:02:09.049;2024-04-09T00:02:09.049;9.9;181066;3;18.85
2024-04-08T22:02:10.040;2024-04-09T00:02:10.040;9.9;181076;3;18.85
2024-04-08T22:02:11.047;2024-04-09T00:02:11.047;9.9;181072;3;18.85
2024-04-08T22:02:12.039;2024-04-09T00:02:12.039;9.9;181066;3;18.85
2024-04-08T22:02:13.046;2024-04-09T00:02:13.046;9.9;181104;3;18.85
2024-04-08T22:02:14.038;2024-04-09T00:02:14.038;9.9;181111;3;18.85
2024-04-08T22:02:15.045;2024-04-09T00:02:15.045;9.9;181113;3;18.85
2024-04-08T22:02:16.037;2024-04-09T00:02:16.037;9.9;181092;3;18.85
2024-04-08T22:02:17.044;2024-04-09T00:02:17.044;9.9;181065;3;18.85
2024-04-08T22:02:18.051;2024-04-09T00:02:18.051;9.9;181093;2;18.85
2024-04-08T22:02:19.044;2024-04-09T00:02:19.044;9.9;181087;2;18.85
2024-04-08T22:02:20.050;2024-04-09T00:02:20.050;9.9;181116;2;18.85
2024-04-08T22:02:21.039;2024-04-09T00:02:21.039;9.9;181110;2;18.85
2024-04-08T22:02:22.050;2024-04-09T00:02:22.050;9.9;181099;2;18.85
2024-04-08T22:02:23.041;2024-04-09T00:02:23.041;9.9;181093;2;18.85
2024-04-08T22:02:24.048;2024-04-09T00:02:24.048;9.9;181125;2;18.85
2024-04-08T22:02:25.040;2024-04-09T00:02:25.040;9.9;181120;2;18.85
2024-04-08T22:02:26.047;2024-04-09T00:02:26.047;9.9;181122;2;18.85
2024-04-08T22:02:27.039;2024-04-09T00:02:27.039;9.9;181117;2;18.85
2024-04-08T22:02:28.044;2024-04-09T00:02:28.044;9.9;181084;3;18.85
2024-04-08T22:02:29.037;2024-04-09T00:02:29.037;9.9;181117;3;18.85
2024-04-08T22:02:30.045;2024-04-09T00:02:30.045;9.9;181116;3;18.85
2024-04-08T22:02:31.037;2024-04-09T00:02:31.037;9.9;181112;3;18.85
2024-04-08T22:02:32.044;2024-04-09T00:02:32.044;9.9;181104;3;18.85
2024-04-08T22:02:33.051;2024-04-09T00:02:33.051;9.9;181067;3;18.85
2024-04-08T22:02:34.043;2024-04-09T00:02:34.043;9.9;181056;3;18.85
2024-04-08T22:02:35.050;2024-04-09T00:02:35.050;9.9;181069;3;18.85
2024-04-08T22:02:36.041;2024-04-09T00:02:36.041;9.9;181065;3;18.85
2024-04-08T22:02:37.051;2024-04-09T00:02:37.051;9.9;181990;3;18.86
2024-04-08T22:02:38.038;2024-04-09T00:02:38.038;9.9;181097;3;18.85
2024-04-08T22:02:39.032;2024-04-09T00:02:39.032;9.9;181126;3;18.85
2024-04-08T22:02:40.040;2024-04-09T00:02:40.040;9.9;181134;2;18.85
2024-04-08T22:02:41.047;2024-04-09T00:02:41.047;9.9;181147;2;18.85
2024-04-08T22:02:42.038;2024-04-09T00:02:42.038;9.9;181129;2;18.85
