# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 00.00m,0000614400Hz,0000000000c,0000000.000s, 026.1C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz nublado
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.266
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-22T17:45:58.339;2024-03-22T18:45:58.339;26.1;0;614400;0.00
2024-03-22T17:45:59.040;2024-03-22T18:45:59.040;26.1;0;614400;0.00
2024-03-22T17:46:00.034;2024-03-22T18:46:00.034;26.1;0;614400;0.00
2024-03-22T17:46:01.039;2024-03-22T18:46:01.039;26.1;0;614401;0.00
2024-03-22T17:46:02.045;2024-03-22T18:46:02.045;26.1;0;614401;0.00
2024-03-22T17:46:03.037;2024-03-22T18:46:03.037;26.1;0;614400;0.00
2024-03-22T17:46:04.047;2024-03-22T18:46:04.047;26.1;0;614400;0.00
2024-03-22T17:46:05.037;2024-03-22T18:46:05.037;26.1;0;614400;0.00
2024-03-22T17:46:06.045;2024-03-22T18:46:06.045;26.1;0;614400;0.00
2024-03-22T17:46:07.036;2024-03-22T18:46:07.036;26.1;0;614400;0.00
2024-03-22T17:46:08.043;2024-03-22T18:46:08.043;26.1;0;614400;0.00
2024-03-22T17:46:09.035;2024-03-22T18:46:09.035;26.1;0;614400;0.00
2024-03-22T17:46:10.042;2024-03-22T18:46:10.042;26.1;0;614400;0.00
2024-03-22T17:46:11.034;2024-03-22T18:46:11.034;26.1;0;614400;0.00
2024-03-22T17:46:12.041;2024-03-22T18:46:12.041;26.1;0;614400;0.00
2024-03-22T17:46:13.032;2024-03-22T18:46:13.032;26.1;0;614400;0.00
2024-03-22T17:46:14.040;2024-03-22T18:46:14.040;26.1;0;614400;0.00
2024-03-22T17:46:15.032;2024-03-22T18:46:15.032;26.1;0;614400;0.00
2024-03-22T17:46:16.039;2024-03-22T18:46:16.039;26.1;0;614400;0.00
2024-03-22T17:46:17.047;2024-03-22T18:46:17.047;26.1;0;614400;0.00
2024-03-22T17:46:18.038;2024-03-22T18:46:18.038;26.1;0;614400;0.00
2024-03-22T17:46:19.047;2024-03-22T18:46:19.047;26.1;0;614400;0.00
2024-03-22T17:46:20.037;2024-03-22T18:46:20.037;26.1;0;614400;0.00
2024-03-22T17:46:21.028;2024-03-22T18:46:21.028;26.1;0;614400;0.00
2024-03-22T17:46:22.036;2024-03-22T18:46:22.036;26.1;0;614400;0.00
2024-03-22T17:46:23.025;2024-03-22T18:46:23.025;26.1;0;614400;0.00
2024-03-22T17:46:24.034;2024-03-22T18:46:24.034;26.1;0;614400;0.00
2024-03-22T17:46:25.043;2024-03-22T18:46:25.043;26.1;0;614400;0.00
2024-03-22T17:46:26.034;2024-03-22T18:46:26.034;26.1;0;614400;0.00
2024-03-22T17:46:27.042;2024-03-22T18:46:27.042;26.1;0;614400;0.00
2024-03-22T17:46:28.033;2024-03-22T18:46:28.033;26.1;0;614400;0.00
2024-03-22T17:46:29.041;2024-03-22T18:46:29.041;26.1;0;614400;0.00
2024-03-22T17:46:30.032;2024-03-22T18:46:30.032;26.1;0;614400;0.00
2024-03-22T17:46:31.038;2024-03-22T18:46:31.038;26.1;0;614400;0.00
2024-03-22T17:46:32.047;2024-03-22T18:46:32.047;26.1;0;614400;0.00
2024-03-22T17:46:33.036;2024-03-22T18:46:33.036;26.1;0;614400;0.00
2024-03-22T17:46:34.031;2024-03-22T18:46:34.031;26.1;0;614400;0.00
2024-03-22T17:46:35.037;2024-03-22T18:46:35.037;26.1;0;614400;0.00
2024-03-22T17:46:36.045;2024-03-22T18:46:36.045;26.1;0;614400;0.00
2024-03-22T17:46:37.036;2024-03-22T18:46:37.036;26.1;0;614400;0.00
2024-03-22T17:46:38.043;2024-03-22T18:46:38.043;26.1;0;614400;0.00
2024-03-22T17:46:39.035;2024-03-22T18:46:39.035;26.1;0;614400;0.00
2024-03-22T17:46:40.043;2024-03-22T18:46:40.043;26.1;0;614400;0.00
2024-03-22T17:46:41.034;2024-03-22T18:46:41.034;26.1;0;614400;0.00
2024-03-22T17:46:42.043;2024-03-22T18:46:42.043;26.1;0;614400;0.00
2024-03-22T17:46:43.034;2024-03-22T18:46:43.034;26.1;0;614400;0.00
2024-03-22T17:46:44.041;2024-03-22T18:46:44.041;26.1;0;614400;0.00
2024-03-22T17:46:45.032;2024-03-22T18:46:45.032;26.1;0;614400;0.00
2024-03-22T17:46:46.037;2024-03-22T18:46:46.037;26.1;0;614400;0.00
2024-03-22T17:46:47.047;2024-03-22T18:46:47.047;26.1;0;614400;0.00
2024-03-22T17:46:48.039;2024-03-22T18:46:48.039;26.1;0;614400;0.00
2024-03-22T17:46:49.046;2024-03-22T18:46:49.046;26.1;0;614400;0.00
2024-03-22T17:46:50.036;2024-03-22T18:46:50.036;26.1;0;614400;0.00
2024-03-22T17:46:51.045;2024-03-22T18:46:51.045;26.1;0;614400;0.00
2024-03-22T17:46:52.035;2024-03-22T18:46:52.035;26.1;0;614400;0.00
2024-03-22T17:46:53.042;2024-03-22T18:46:53.042;26.1;0;614400;0.00
2024-03-22T17:46:54.035;2024-03-22T18:46:54.035;26.1;0;614400;0.00
2024-03-22T17:46:55.043;2024-03-22T18:46:55.043;26.1;0;614400;0.00
