# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 18.59m,0000000003Hz,0000143683c,0000000.312s, 008.3C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz nublado
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.266
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-11T23:00:00.039;2024-03-12T00:00:00.039;8.3;143683;3;18.59
2024-03-11T23:00:01.031;2024-03-12T00:00:01.031;8.3;149486;3;18.63
2024-03-11T23:00:02.038;2024-03-12T00:00:02.038;8.3;159868;2;18.71
2024-03-11T23:00:03.029;2024-03-12T00:00:03.029;8.3;169374;2;18.77
2024-03-11T23:00:04.037;2024-03-12T00:00:04.037;8.3;170469;3;18.78
2024-03-11T23:00:05.043;2024-03-12T00:00:05.043;8.3;170505;3;18.78
2024-03-11T23:00:06.035;2024-03-12T00:00:06.035;8.3;171409;3;18.79
2024-03-11T23:00:07.042;2024-03-12T00:00:07.042;8.3;171460;3;18.79
2024-03-11T23:00:08.033;2024-03-12T00:00:08.033;8.3;170691;2;18.78
2024-03-11T23:00:09.040;2024-03-12T00:00:09.040;8.3;170684;2;18.78
2024-03-11T23:00:10.031;2024-03-12T00:00:10.031;8.3;171511;3;18.79
2024-03-11T23:00:11.038;2024-03-12T00:00:11.038;8.3;171530;3;18.79
2024-03-11T23:00:12.029;2024-03-12T00:00:12.029;8.3;171586;2;18.79
2024-03-11T23:00:13.036;2024-03-12T00:00:13.036;8.3;171648;2;18.79
2024-03-11T23:00:14.044;2024-03-12T00:00:14.044;8.3;171688;3;18.79
2024-03-11T23:00:15.035;2024-03-12T00:00:15.035;8.3;171745;3;18.79
2024-03-11T23:00:16.042;2024-03-12T00:00:16.042;8.3;171775;3;18.79
2024-03-11T23:00:17.034;2024-03-12T00:00:17.034;8.3;172582;3;18.79
2024-03-11T23:00:18.040;2024-03-12T00:00:18.040;8.3;172586;2;18.79
2024-03-11T23:00:19.032;2024-03-12T00:00:19.032;8.3;172595;2;18.79
2024-03-11T23:00:20.039;2024-03-12T00:00:20.039;8.3;171807;3;18.79
2024-03-11T23:00:21.030;2024-03-12T00:00:21.030;8.3;171840;3;18.79
2024-03-11T23:00:22.037;2024-03-12T00:00:22.037;8.3;171856;3;18.79
2024-03-11T23:00:23.028;2024-03-12T00:00:23.028;8.3;172654;3;18.79
2024-03-11T23:00:24.036;2024-03-12T00:00:24.036;8.3;172629;2;18.79
2024-03-11T23:00:25.043;2024-03-12T00:00:25.043;8.3;172633;2;18.79
2024-03-11T23:00:26.034;2024-03-12T00:00:26.034;8.3;171834;3;18.79
2024-03-11T23:00:27.041;2024-03-12T00:00:27.041;8.3;171871;3;18.79
2024-03-11T23:00:28.033;2024-03-12T00:00:28.033;8.3;172701;3;18.79
2024-03-11T23:00:29.040;2024-03-12T00:00:29.040;8.3;172680;3;18.79
2024-03-11T23:00:30.031;2024-03-12T00:00:30.031;8.3;172686;2;18.79
2024-03-11T23:00:31.039;2024-03-12T00:00:31.039;8.3;171860;2;18.79
2024-03-11T23:00:32.029;2024-03-12T00:00:32.029;8.3;172707;3;18.79
2024-03-11T23:00:33.036;2024-03-12T00:00:33.036;8.3;172703;3;18.79
2024-03-11T23:00:34.044;2024-03-12T00:00:34.044;8.3;172716;3;18.79
2024-03-11T23:00:35.035;2024-03-12T00:00:35.035;8.3;171877;3;18.79
2024-03-11T23:00:36.042;2024-03-12T00:00:36.042;8.3;171881;2;18.79
2024-03-11T23:00:37.033;2024-03-12T00:00:37.033;8.3;171919;2;18.79
2024-03-11T23:00:38.040;2024-03-12T00:00:38.040;8.3;172734;3;18.79
2024-03-11T23:00:39.032;2024-03-12T00:00:39.032;8.3;172710;3;18.79
2024-03-11T23:00:40.039;2024-03-12T00:00:40.039;8.3;172659;3;18.79
2024-03-11T23:00:41.030;2024-03-12T00:00:41.030;8.3;171894;3;18.79
2024-03-11T23:00:42.037;2024-03-12T00:00:42.037;8.3;171855;2;18.79
2024-03-11T23:00:43.028;2024-03-12T00:00:43.028;8.3;172683;2;18.79
2024-03-11T23:00:44.035;2024-03-12T00:00:44.035;8.3;172632;3;18.79
2024-03-11T23:00:45.043;2024-03-12T00:00:45.043;8.3;172684;3;18.79
2024-03-11T23:00:46.034;2024-03-12T00:00:46.034;8.3;171866;3;18.79
2024-03-11T23:00:47.041;2024-03-12T00:00:47.041;8.3;171820;3;18.79
2024-03-11T23:00:48.032;2024-03-12T00:00:48.032;8.3;171857;3;18.79
2024-03-11T23:00:49.039;2024-03-12T00:00:49.039;8.3;172629;3;18.79
2024-03-11T23:00:50.031;2024-03-12T00:00:50.031;8.3;171837;3;18.79
2024-03-11T23:00:51.038;2024-03-12T00:00:51.038;8.3;172597;3;18.79
2024-03-11T23:00:52.029;2024-03-12T00:00:52.029;8.3;171782;2;18.79
2024-03-11T23:00:53.036;2024-03-12T00:00:53.036;8.3;172558;2;18.79
2024-03-11T23:00:54.043;2024-03-12T00:00:54.043;8.3;171713;3;18.79
2024-03-11T23:00:55.034;2024-03-12T00:00:55.034;8.3;171698;3;18.79
2024-03-11T23:00:56.042;2024-03-12T00:00:56.042;8.3;171703;3;18.79
2024-03-11T23:00:57.033;2024-03-12T00:00:57.033;8.3;171705;3;18.79
2024-03-11T23:00:58.040;2024-03-12T00:00:58.040;8.3;171715;2;18.79
2024-03-11T23:00:59.031;2024-03-12T00:00:59.031;8.3;171722;2;18.79
2024-03-11T23:01:00.039;2024-03-12T00:01:00.039;8.3;171767;3;18.79
2024-03-11T23:01:01.030;2024-03-12T00:01:01.030;8.3;171785;3;18.79
2024-03-11T23:01:02.037;2024-03-12T00:01:02.037;8.3;171795;3;18.79
2024-03-11T23:01:03.028;2024-03-12T00:01:03.028;8.3;171800;3;18.79
2024-03-11T23:01:04.035;2024-03-12T00:01:04.035;8.3;171773;2;18.79
2024-03-11T23:01:05.043;2024-03-12T00:01:05.043;8.3;172643;2;18.79
2024-03-11T23:01:06.034;2024-03-12T00:01:06.034;8.3;172719;3;18.79
2024-03-11T23:01:07.042;2024-03-12T00:01:07.042;8.3;173729;3;18.80
2024-03-11T23:01:08.033;2024-03-12T00:01:08.033;8.3;172992;3;18.79
2024-03-11T23:01:09.040;2024-03-12T00:01:09.040;8.3;173836;3;18.80
2024-03-11T23:01:10.031;2024-03-12T00:01:10.031;8.3;173025;2;18.79
2024-03-11T23:01:11.039;2024-03-12T00:01:11.039;8.3;173841;2;18.80
2024-03-11T23:01:12.029;2024-03-12T00:01:12.029;8.3;173846;3;18.80
2024-03-11T23:01:13.036;2024-03-12T00:01:13.036;8.3;173783;3;18.80
2024-03-11T23:01:14.044;2024-03-12T00:01:14.044;8.3;172981;3;18.79
2024-03-11T23:01:15.035;2024-03-12T00:01:15.035;8.3;172923;3;18.79
2024-03-11T23:01:16.042;2024-03-12T00:01:16.042;8.3;172975;2;18.79
2024-03-11T23:01:17.033;2024-03-12T00:01:17.033;8.3;173787;2;18.80
2024-03-11T23:01:18.041;2024-03-12T00:01:18.041;8.3;173021;3;18.79
2024-03-11T23:01:19.032;2024-03-12T00:01:19.032;8.3;173811;3;18.80
2024-03-11T23:01:20.039;2024-03-12T00:01:20.039;8.3;173011;3;18.79
2024-03-11T23:01:21.030;2024-03-12T00:01:21.030;8.3;173816;3;18.80
2024-03-11T23:01:22.038;2024-03-12T00:01:22.038;8.3;173016;2;18.79
2024-03-11T23:01:23.029;2024-03-12T00:01:23.029;8.3;173831;2;18.80
2024-03-11T23:01:24.037;2024-03-12T00:01:24.037;8.3;172994;3;18.79
2024-03-11T23:01:25.043;2024-03-12T00:01:25.043;8.3;173803;3;18.80
2024-03-11T23:01:26.034;2024-03-12T00:01:26.034;8.3;172967;3;18.79
2024-03-11T23:01:27.041;2024-03-12T00:01:27.041;8.3;173819;3;18.80
2024-03-11T23:01:28.033;2024-03-12T00:01:28.033;8.3;173001;2;18.79
2024-03-11T23:01:29.040;2024-03-12T00:01:29.040;8.3;173863;2;18.80
2024-03-11T23:01:30.031;2024-03-12T00:01:30.031;8.3;173019;3;18.79
2024-03-11T23:01:31.039;2024-03-12T00:01:31.039;8.3;173868;3;18.80
2024-03-11T23:01:32.029;2024-03-12T00:01:32.029;8.3;173908;3;18.80
2024-03-11T23:01:33.036;2024-03-12T00:01:33.036;8.3;173905;3;18.80
2024-03-11T23:01:34.043;2024-03-12T00:01:34.043;8.3;173922;3;18.80
2024-03-11T23:01:35.034;2024-03-12T00:01:35.034;8.3;173096;3;18.80
2024-03-11T23:01:36.041;2024-03-12T00:01:36.041;8.3;173906;2;18.80
2024-03-11T23:01:37.033;2024-03-12T00:01:37.033;8.3;173938;2;18.80
2024-03-11T23:01:38.040;2024-03-12T00:01:38.040;8.3;173925;3;18.80
2024-03-11T23:01:39.031;2024-03-12T00:01:39.031;8.3;173968;3;18.80
2024-03-11T23:01:40.038;2024-03-12T00:01:40.038;8.3;173958;3;18.80
2024-03-11T23:01:41.029;2024-03-12T00:01:41.029;8.3;173959;3;18.80
2024-03-11T23:01:42.037;2024-03-12T00:01:42.037;8.3;173985;2;18.80
2024-03-11T23:01:43.044;2024-03-12T00:01:43.044;8.3;173170;2;18.80
2024-03-11T23:01:44.035;2024-03-12T00:01:44.035;8.3;173967;3;18.80
2024-03-11T23:01:45.042;2024-03-12T00:01:45.042;8.3;173974;3;18.80
2024-03-11T23:01:46.033;2024-03-12T00:01:46.033;8.3;173950;3;18.80
2024-03-11T23:01:47.041;2024-03-12T00:01:47.041;8.3;173968;3;18.80
2024-03-11T23:01:48.032;2024-03-12T00:01:48.032;8.3;173963;2;18.80
2024-03-11T23:01:49.039;2024-03-12T00:01:49.039;8.3;173941;2;18.80
2024-03-11T23:01:50.030;2024-03-12T00:01:50.030;8.3;173947;2;18.80
2024-03-11T23:01:51.038;2024-03-12T00:01:51.038;8.3;173936;2;18.80
2024-03-11T23:01:52.028;2024-03-12T00:01:52.028;8.3;173947;3;18.80
2024-03-11T23:01:53.036;2024-03-12T00:01:53.036;8.3;173961;3;18.80
2024-03-11T23:01:54.043;2024-03-12T00:01:54.043;8.3;173156;3;18.80
2024-03-11T23:01:55.034;2024-03-12T00:01:55.034;8.3;173962;3;18.80
2024-03-11T23:01:56.041;2024-03-12T00:01:56.041;8.3;173992;2;18.80
2024-03-11T23:01:57.033;2024-03-12T00:01:57.033;8.3;174820;2;18.81
2024-03-11T23:01:58.041;2024-03-12T00:01:58.041;8.3;174034;3;18.80
2024-03-11T23:01:59.031;2024-03-12T00:01:59.031;8.3;174010;3;18.80
2024-03-11T23:02:00.038;2024-03-12T00:02:00.038;8.3;174012;3;18.80
2024-03-11T23:02:01.030;2024-03-12T00:02:01.030;8.3;174842;3;18.81
2024-03-11T23:02:02.037;2024-03-12T00:02:02.037;8.3;174017;2;18.80
2024-03-11T23:02:03.043;2024-03-12T00:02:03.043;8.3;173988;2;18.80
2024-03-11T23:02:04.035;2024-03-12T00:02:04.035;8.3;174008;3;18.80
2024-03-11T23:02:05.042;2024-03-12T00:02:05.042;8.3;174014;3;18.80
2024-03-11T23:02:06.033;2024-03-12T00:02:06.033;8.3;174011;3;18.80
2024-03-11T23:02:07.040;2024-03-12T00:02:07.040;8.3;174015;3;18.80
2024-03-11T23:02:08.031;2024-03-12T00:02:08.031;8.3;173999;2;18.80
2024-03-11T23:02:09.039;2024-03-12T00:02:09.039;8.3;173989;2;18.80
2024-03-11T23:02:10.030;2024-03-12T00:02:10.030;8.3;173994;2;18.80
2024-03-11T23:02:11.037;2024-03-12T00:02:11.037;8.3;173992;2;18.80
2024-03-11T23:02:12.028;2024-03-12T00:02:12.028;8.3;173994;3;18.80
2024-03-11T23:02:13.036;2024-03-12T00:02:13.036;8.3;173989;3;18.80
2024-03-11T23:02:14.042;2024-03-12T00:02:14.042;8.3;174015;3;18.80
2024-03-11T23:02:15.034;2024-03-12T00:02:15.034;8.3;174022;3;18.80
2024-03-11T23:02:16.041;2024-03-12T00:02:16.041;8.3;174049;2;18.80
2024-03-11T23:02:17.032;2024-03-12T00:02:17.032;8.3;174029;2;18.80
2024-03-11T23:02:18.039;2024-03-12T00:02:18.039;8.3;174031;3;18.80
2024-03-11T23:02:19.031;2024-03-12T00:02:19.031;8.3;174002;3;18.80
2024-03-11T23:02:20.038;2024-03-12T00:02:20.038;8.3;174000;3;18.80
2024-03-11T23:02:21.029;2024-03-12T00:02:21.029;8.3;173986;3;18.80
2024-03-11T23:02:22.036;2024-03-12T00:02:22.036;8.3;173989;2;18.80
2024-03-11T23:02:23.044;2024-03-12T00:02:23.044;8.3;173977;2;18.80
2024-03-11T23:02:24.034;2024-03-12T00:02:24.034;8.3;173968;3;18.80
2024-03-11T23:02:25.042;2024-03-12T00:02:25.042;8.3;173955;3;18.80
2024-03-11T23:02:26.033;2024-03-12T00:02:26.033;8.3;173963;3;18.80
2024-03-11T23:02:27.040;2024-03-12T00:02:27.040;8.3;173970;3;18.80
2024-03-11T23:02:28.031;2024-03-12T00:02:28.031;8.3;173158;2;18.80
2024-03-11T23:02:29.038;2024-03-12T00:02:29.038;8.3;173958;2;18.80
2024-03-11T23:02:30.030;2024-03-12T00:02:30.030;8.3;173964;2;18.80
2024-03-11T23:02:31.037;2024-03-12T00:02:31.037;8.3;173911;2;18.80
2024-03-11T23:02:32.044;2024-03-12T00:02:32.044;8.3;173922;3;18.80
2024-03-11T23:02:33.035;2024-03-12T00:02:33.035;8.3;173945;3;18.80
2024-03-11T23:02:34.043;2024-03-12T00:02:34.043;8.3;173954;3;18.80
2024-03-11T23:02:35.034;2024-03-12T00:02:35.034;8.3;173969;3;18.80
2024-03-11T23:02:36.041;2024-03-12T00:02:36.041;8.3;173171;2;18.80
2024-03-11T23:02:37.032;2024-03-12T00:02:37.032;8.3;173938;2;18.80
2024-03-11T23:02:38.039;2024-03-12T00:02:38.039;8.3;173968;3;18.80
2024-03-11T23:02:39.031;2024-03-12T00:02:39.031;8.3;173902;3;18.80
2024-03-11T23:02:40.038;2024-03-12T00:02:40.038;8.3;173982;3;18.80
2024-03-11T23:02:41.029;2024-03-12T00:02:41.029;8.3;173976;3;18.80
2024-03-11T23:02:42.036;2024-03-12T00:02:42.036;8.3;173939;2;18.80
2024-03-11T23:02:43.043;2024-03-12T00:02:43.043;8.3;173925;2;18.80
2024-03-11T23:02:44.035;2024-03-12T00:02:44.035;8.3;173069;3;18.80
2024-03-11T23:02:45.042;2024-03-12T00:02:45.042;8.3;173947;3;18.80
2024-03-11T23:02:46.033;2024-03-12T00:02:46.033;8.3;173105;3;18.80
2024-03-11T23:02:47.040;2024-03-12T00:02:47.040;8.3;173912;3;18.80
2024-03-11T23:02:48.031;2024-03-12T00:02:48.031;8.3;173095;2;18.80
2024-03-11T23:02:49.038;2024-03-12T00:02:49.038;8.3;173864;2;18.80
2024-03-11T23:02:50.030;2024-03-12T00:02:50.030;8.3;173908;2;18.80
