# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 36
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU
# Instrument ID: 
# Data supplier: 
# Location name: 
# Position (lat, lon, elev(m)): 
# Local timezone: Europe/Madrid
# Time Synchronization: 
# Moving / Stationary position: STATIONARY
# Moving / Fixed look direction: FIXED
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 6
# SQM serial number: 2328
# SQM hardware identity: FTB3LBET
# SQM firmware version: 4-3-25
# SQM cover offset value: 
# SQM readout test ix: i,00000004,00000003,00000025,00002328
# SQM readout test rx: r, 00.00m,0000614399Hz,0000000000c,0000000.000s, 015.4C
# SQM readout test cx: c,00000019.86m,0000136.056s, 020.9C,00000008.71m, 020.3C
# Comment: Badajoz nublado
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.266
# UDM setting: Logged continuously every 1 second,Threshold = 0 mpsas.
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Counts, Frequency, MSAS
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;number;Hz;mag/arcsec^2
# END OF HEADER
2024-03-11T18:02:57.321;2024-03-11T19:02:57.321;15.4;0;614399;0.00
2024-03-11T18:02:58.043;2024-03-11T19:02:58.043;15.4;0;614399;0.00
2024-03-11T18:02:59.031;2024-03-11T19:02:59.031;15.4;0;614399;0.00
2024-03-11T18:03:00.038;2024-03-11T19:03:00.038;15.4;0;614399;0.00
2024-03-11T18:03:01.027;2024-03-11T19:03:01.027;15.4;0;614399;0.00
2024-03-11T18:03:02.043;2024-03-11T19:03:02.043;15.4;0;614399;0.00
2024-03-11T18:03:03.029;2024-03-11T19:03:03.029;15.4;0;614399;0.00
2024-03-11T18:03:04.035;2024-03-11T19:03:04.035;15.4;0;614399;0.00
2024-03-11T18:03:05.075;2024-03-11T19:03:05.075;15.4;0;614399;0.00
2024-03-11T18:03:06.036;2024-03-11T19:03:06.036;15.4;0;614399;0.00
2024-03-11T18:03:07.051;2024-03-11T19:03:07.051;15.4;0;614399;0.00
2024-03-11T18:03:08.029;2024-03-11T19:03:08.029;15.4;0;614401;0.00
2024-03-11T18:03:09.039;2024-03-11T19:03:09.039;15.4;0;614401;0.00
2024-03-11T18:03:10.027;2024-03-11T19:03:10.027;15.4;0;614399;0.00
2024-03-11T18:03:11.034;2024-03-11T19:03:11.034;15.4;0;614399;0.00
2024-03-11T18:03:12.028;2024-03-11T19:03:12.028;15.4;0;614399;0.00
2024-03-11T18:03:13.033;2024-03-11T19:03:13.033;15.4;0;614399;0.00
2024-03-11T18:03:14.040;2024-03-11T19:03:14.040;15.4;0;614399;0.00
2024-03-11T18:03:15.031;2024-03-11T19:03:15.031;15.4;0;614399;0.00
2024-03-11T18:03:16.055;2024-03-11T19:03:16.055;15.4;0;614399;0.00
2024-03-11T18:03:17.030;2024-03-11T19:03:17.030;15.4;0;614399;0.00
2024-03-11T18:03:18.037;2024-03-11T19:03:18.037;15.4;0;614399;0.00
2024-03-11T18:03:19.029;2024-03-11T19:03:19.029;15.4;0;614399;0.00
2024-03-11T18:03:20.038;2024-03-11T19:03:20.038;15.4;0;614399;0.00
2024-03-11T18:03:21.045;2024-03-11T19:03:21.045;15.4;0;614399;0.00
2024-03-11T18:03:22.036;2024-03-11T19:03:22.036;15.4;0;614399;0.00
2024-03-11T18:03:23.041;2024-03-11T19:03:23.041;15.4;0;614399;0.00
2024-03-11T18:03:24.032;2024-03-11T19:03:24.032;15.4;0;614399;0.00
2024-03-11T18:03:25.040;2024-03-11T19:03:25.040;15.4;0;614399;0.00
2024-03-11T18:03:26.033;2024-03-11T19:03:26.033;15.4;0;614399;0.00
2024-03-11T18:03:27.040;2024-03-11T19:03:27.040;15.4;0;614399;0.00
2024-03-11T18:03:28.032;2024-03-11T19:03:28.032;15.4;0;614399;0.00
2024-03-11T18:03:29.036;2024-03-11T19:03:29.036;15.4;0;614399;0.00
2024-03-11T18:03:30.027;2024-03-11T19:03:30.027;15.4;0;614399;0.00
2024-03-11T18:03:31.037;2024-03-11T19:03:31.037;15.4;0;614399;0.00
2024-03-11T18:03:32.045;2024-03-11T19:03:32.045;15.4;0;614399;0.00
2024-03-11T18:03:33.036;2024-03-11T19:03:33.036;15.4;0;614399;0.00
2024-03-11T18:03:34.043;2024-03-11T19:03:34.043;15.4;0;614399;0.00
2024-03-11T18:03:35.033;2024-03-11T19:03:35.033;15.4;0;614399;0.00
2024-03-11T18:03:36.039;2024-03-11T19:03:36.039;15.4;0;614399;0.00
2024-03-11T18:03:37.032;2024-03-11T19:03:37.032;15.4;0;614399;0.00
2024-03-11T18:03:38.039;2024-03-11T19:03:38.039;15.4;0;614399;0.00
2024-03-11T18:03:39.028;2024-03-11T19:03:39.028;15.4;0;614399;0.00
2024-03-11T18:03:40.038;2024-03-11T19:03:40.038;15.4;0;614399;0.00
